gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source,Is_Outlier_LOF
Male,32.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,Unknown,Fixed Deposits,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Female,22.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Unknown,Newspapers and Magazines,False
Male,28.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,28.0,Yes,2.0,3.0,6.0,5.0,4.0,1.0,7.0,Yes,Returns,Capital Appreciation,Unknown,1-3 years,Monthly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Female,31.0,Yes,1.0,2.0,5.0,3.0,7.0,6.0,4.0,Yes,Returns,Unknown,Wealth Creation,Less than 1 year,Weekly,10%-20%,Equity,Retirement Plan,Capital Appreciation,better returns_err,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Male,25.0,Yes,2.0,3.6,6.0,5.0,45.92673072281554,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Fixed Deposits,Health Care,Unknown,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Male,30.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Unknown,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Unknown,26.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Unknown,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Equity,Unknown,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,32.0,yes_err,3.0,46.38680213244817,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Unknown,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,False
Female,37.0,Yes,1.0,2.0,5.0,3.0,7.0,6.0,4.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Unknown,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Unknown,Newspapers and Magazines,False
Female,26.0,No,2.0,1.0,3.0,6.0,4.0,5.0,7.0,No,Returns,Income,Wealth Creation,More than 5 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet,False
Female,30.0,Yes,3.0,4.0,33.77904611212656,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,1-3 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Female,28.0,Unknown,2.0,3.0,7.0,4.0,13.185346144563107,3.3971508069309406,6.0,Yes,Returns,Capital Appreciation,Unknown,1-3 years,Monthly,10%-20%,Public Provident Fund,Unknown,Unknown,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,436.44818400172704,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Unknown,Wealth Creation,Less than 1 year,Daily,30%-40%,Unknown,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Male,23.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,35.0,Yes,2.0,4.0,7.0,5.0,3.0,12.985754034654704,6.0,Yes,Returns,Growth,Savings for Future,1-3 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,capital appreciation_err,Fund Diversification,Safe Investment,Unknown,Television,False
Female,28.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Public Provident Fund,health care_err,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,27.0,yes_err,2.0,3.0,7.0,5.0,4.2,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,20%-30%,Unknown,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,33.0,Yes,3.0,4.0,33.77904611212656,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,1-3 years,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Female,19.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,1-3 years,Weekly,20%-30%,public provident fund_err,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,False
Female,32.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,mutual fund_err,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,31.0,Yes,2.0,4.0,7.0,5.2,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,1-3 years,Daily,30%-40%,Fixed Deposits,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Unknown,30.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Unknown,10%-20%,Mutual Fund,retirement plan_err,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,21.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Income,Wealth Creation,3-5 years,Daily,30%-40%,Equity,Retirement Plan,Unknown,Fund Diversification,Tax Incentives,High Interest Rates,Internet,False
Female,36.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,Less than 1 year,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,tax benefits_err,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Male,29.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,mutual fund_err,Retirement Plan,Unknown,Better Returns,Assured Returns,Risk Free,newspapers and magazines_err,False
Male,29.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Unknown,31.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Daily,Unknown,Fixed Deposits,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Female,25.0,Unknown,2.0,3.0,7.0,5.0,3.8,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Monthly,20%-30%,Equity,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Unknown,31.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,62.468388501833545,Unknown,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,capital appreciation_err,Better Returns,Assured Returns,Risk Free,Unknown,False
Male,28.0,Yes,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,Risk,growth_err,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,Unknown,Unknown,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Female,23.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,returns_err,Capital Appreciation,Savings for Future,3-5 years,Monthly,30%-40%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,internet_err,False
Female,29.0,Yes,2.0,4.0,7.0,6.0,11.585346144563108,1.0,5.0,Yes,Unknown,Unknown,Wealth Creation,3-5 years,Daily,Unknown,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Unknown,Financial Consultants,False
Female,29.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,False
Unknown,21.0,Yes,38.91517435062281,46.38680213244817,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Unknown,33.0,Yes,2.0,3.0,7.0,69.93907056742995,4.0,1.0,5.0,Yes,Risk,Growth,Savings for Future,Less than 1 year,Weekly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Unknown,Fixed Returns,Television,False
Female,24.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Fixed Deposits,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,False
Female,21.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,Unknown,Risk,Capital Appreciation,Wealth Creation,Unknown,Daily,10%-20%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,False
Male,29.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,5.0,Unknown,Risk,Growth,Savings for Future,Less than 1 year,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Unknown,Unknown,False
Male,32.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,5.0,Yes,Risk,Growth,Savings for Future,3-5 years,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Male,27.0,Yes,3.0,4.0,33.77904611212656,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,33.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,1-3 years,Unknown,20%-30%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Female,32.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Unknown,Unknown,Unknown,Risk Free,Financial Consultants,False
male_err,31.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,5.0,Yes,Unknown,Growth,Unknown,3-5 years,Weekly,10%-20%,Fixed Deposits,health care_err,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Female,26.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Unknown,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,30.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Weekly,30%-40%,Equity,Health Care,Dividend,Fund Diversification,assured returns_err,Fixed Returns,Newspapers and Magazines,False
Male,32.2,Unknown,2.0,4.0,7.0,17.98781411348599,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Female,31.0,Yes,1.0,2.0,5.0,3.0,7.0,6.0,4.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Male,28.0,Yes,3.0,4.0,6.0,69.93907056742995,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Unknown,Retirement Plan,Dividend,Unknown,Assured Returns,Fixed Returns,Unknown,False
Female,19.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,Returns,Unknown,Savings for Future,More than 5 years,Daily,20%-30%,Public Provident Fund,Education,Dividend,Unknown,Safe Investment,Risk Free,Internet,False
Unknown,31.0,Yes,3.0,6.0,33.77904611212656,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,False
Male,30.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Health Care,Dividend,Fund Diversification,Unknown,Fixed Returns,Unknown,False
Female,25.0,No,7.0,5.0,4.0,69.93907056742995,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%_err,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,False
Male,23.0,Yes,2.0,3.0,7.0,4.0,6.0,1.0,5.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,28.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Unknown,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,35.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Savings for Future,More than 5 years,Unknown,10%-20%,Mutual Fund,Unknown,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Male,29.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,Unknown,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,26.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,Growth,Savings for Future,Unknown,Daily,20%-30%,Fixed Deposits,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,27.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Equity,Health Care,Dividend,better returns_err,Assured Returns,Risk Free,Financial Consultants,False
Female,34.0,Yes,2.0,3.8,7.0,69.93907056742995,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Unknown,False
Unknown,28.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,nan_err,Capital Appreciation,Wealth Creation,Unknown,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Financial Consultants,False
Male,26.0,Yes,2.0,4.0,6.0,5.0,45.92673072281554,12.985754034654704,7.0,Yes,Risk,Growth,Unknown,1-3 years,Daily,10%-20%,Equity,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,30.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Unknown,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,30.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,less than 1 year_err,daily_err,20%-30%,Mutual Fund,Unknown,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Female,22.0,Yes,4.0,3.0,33.77904611212656,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Equity,Health Care,Unknown,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,False
Male,30.0,yes_err,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,False
Male,28.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Fixed Deposits,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,27.0,Yes,3.0,2.0,7.0,5.0,45.92673072281554,1.0,6.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,False
Female,24.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Mutual Fund,Unknown,Unknown,Better Returns,Safe Investment,High Interest Rates,financial consultants_err,False
Female,24.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,Unknown,Locking Period,Unknown,Wealth Creation,Unknown,Weekly,20%-30%,Mutual Fund,Health Care,Dividend,Better Returns,Unknown,High Interest Rates,Financial Consultants,False
Unknown,33.0,Yes,2.0,46.38680213244817,7.0,6.0,4.0,1.0,5.0,Yes,Risk,Growth,Savings for Future,Less than 1 year,Unknown,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Male,30.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,32.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,62.468388501833545,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Unknown,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,30.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Unknown,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Fixed Returns,Financial Consultants,False
Male,28.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Unknown,3-5 years,Daily,30%-40%,Equity,Health Care,Unknown,Fund Diversification,Unknown,Fixed Returns,Newspapers and Magazines,False
Female,35.0,yes_err,1.0,2.0,5.0,3.0,7.0,6.0,4.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%_err,Equity,Unknown,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Male,27.0,Yes,3.0,2.0,33.77904611212656,4.0,5.0,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Mutual Fund,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,26.0,Yes,38.91517435062281,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Fixed Deposits,Unknown,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,False
Female,35.0,Yes,3.0,4.0,6.8,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,30%-40%,Equity,Unknown,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Female,30.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Female,26.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Equity,Unknown,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,False
Female,110.8896368003454,Yes,2.0,4.0,7.0,6.0,45.92673072281554,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Unknown,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Unknown,25.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Income,Wealth Creation,More than 5 years,Weekly,10%-20%,Public Provident Fund,retirement plan_err,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet,False
Female,35.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,3-5 years,Daily,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Risk Free,Financial Consultants,False
female_err,25.0,Yes,3.0,2.0,7.0,5.0,4.0,1.0,6.0,Unknown,Unknown,Growth,Wealth Creation,Less than 1 year,Unknown,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,False
Male,26.0,Yes,5.0,4.0,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Unknown,Financial Consultants,False
Male,28.0,Yes,2.0,4.0,33.77904611212656,5.0,3.0,1.0,7.0,Yes,Risk,Growth,Unknown,More than 5 years,Daily,20%-30%,Public Provident Fund,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,24.0,No,2.0,46.38680213244817,33.77904611212656,6.0,4.0,5.0,7.0,No,Returns,Income,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet,False
