gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source
Male,25.0,Yes,2.0,,6.0,5.0,45.92673072281554,,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Fixed Deposits,Health Care,,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,30.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
,26.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Equity,,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,32.0,yes_err,3.0,46.38680213244817,4.0,,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Female,37.0,Yes,1.0,2.0,5.0,3.0,7.0,6.0,,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,,Newspapers and Magazines
Female,26.0,No,2.0,1.0,3.0,6.0,4.0,5.0,7.0,No,Returns,Income,Wealth Creation,More than 5 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet
Female,30.0,Yes,3.0,4.0,33.77904611212656,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,1-3 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,28.0,,2.0,3.0,7.0,4.0,,,6.0,Yes,Returns,Capital Appreciation,,1-3 years,Monthly,10%-20%,Public Provident Fund,,,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,436.44818400172704,Yes,2.0,4.0,7.0,5.0,3.0,1.0,,Yes,Risk,,Wealth Creation,Less than 1 year,Daily,30%-40%,,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,23.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,35.0,Yes,2.0,4.0,7.0,5.0,3.0,12.985754034654704,6.0,Yes,Returns,Growth,Savings for Future,1-3 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,capital appreciation_err,Fund Diversification,Safe Investment,,Television
Female,28.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Public Provident Fund,health care_err,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,27.0,yes_err,2.0,3.0,7.0,5.0,,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,20%-30%,,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,33.0,Yes,3.0,4.0,33.77904611212656,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,1-3 years,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,19.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,1-3 years,Weekly,20%-30%,public provident fund_err,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet
Female,32.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,mutual fund_err,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,31.0,Yes,2.0,4.0,7.0,,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,1-3 years,Daily,30%-40%,Fixed Deposits,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
,30.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,,10%-20%,Mutual Fund,retirement plan_err,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,21.0,Yes,2.0,1.0,3.0,,6.0,4.0,5.0,Yes,Returns,Income,Wealth Creation,3-5 years,Daily,30%-40%,Equity,Retirement Plan,,Fund Diversification,Tax Incentives,High Interest Rates,Internet
Female,36.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,Less than 1 year,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,tax benefits_err,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,29.0,Yes,2.0,,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,mutual fund_err,Retirement Plan,,Better Returns,Assured Returns,Risk Free,newspapers and magazines_err
Male,29.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
,31.0,Yes,2.0,4.0,7.0,,,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Daily,,Fixed Deposits,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,25.0,,2.0,3.0,7.0,5.0,,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,,Monthly,20%-30%,Equity,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
,31.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,62.468388501833545,,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,capital appreciation_err,Better Returns,Assured Returns,Risk Free,
Male,28.0,Yes,1.0,4.0,6.0,5.0,3.0,,7.0,Yes,Risk,growth_err,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,,,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,23.0,No,1.0,2.0,3.0,,5.0,6.0,7.0,No,returns_err,Capital Appreciation,Savings for Future,3-5 years,Monthly,30%-40%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,internet_err
Female,29.0,Yes,2.0,4.0,7.0,6.0,,1.0,5.0,Yes,,,Wealth Creation,3-5 years,Daily,,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,,Financial Consultants
Female,29.0,Yes,3.0,6.0,4.0,,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants
,21.0,Yes,38.91517435062281,46.38680213244817,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
,33.0,Yes,2.0,3.0,7.0,69.93907056742995,4.0,1.0,5.0,Yes,Risk,Growth,Savings for Future,Less than 1 year,Weekly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,,Fixed Returns,Television
Female,24.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Fixed Deposits,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Female,21.0,No,7.0,5.0,4.0,6.0,,1.0,2.0,,Risk,Capital Appreciation,Wealth Creation,,Daily,10%-20%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Male,29.0,Yes,,3.0,7.0,6.0,4.0,1.0,,,Risk,Growth,Savings for Future,Less than 1 year,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,,
Male,32.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,5.0,Yes,Risk,Growth,Savings for Future,3-5 years,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,27.0,Yes,3.0,4.0,33.77904611212656,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,33.0,Yes,5.0,4.0,3.0,2.0,,1.0,6.0,Yes,Returns,Income,Returns,1-3 years,,20%-30%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines
Female,32.0,Yes,,,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,,,,Risk Free,Financial Consultants
male_err,31.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,5.0,Yes,,Growth,,3-5 years,Weekly,10%-20%,Fixed Deposits,health care_err,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Female,26.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,30.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Weekly,30%-40%,Equity,Health Care,Dividend,Fund Diversification,assured returns_err,Fixed Returns,Newspapers and Magazines
Male,,,2.0,4.0,7.0,,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,31.0,Yes,1.0,2.0,5.0,3.0,7.0,6.0,4.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,28.0,Yes,3.0,4.0,6.0,69.93907056742995,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,,Retirement Plan,Dividend,,Assured Returns,Fixed Returns,
Female,19.0,No,1.0,2.0,3.0,4.0,,6.0,7.0,No,Returns,,Savings for Future,More than 5 years,Daily,20%-30%,Public Provident Fund,Education,Dividend,,Safe Investment,Risk Free,Internet
,31.0,Yes,3.0,6.0,33.77904611212656,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Male,30.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Health Care,Dividend,Fund Diversification,,Fixed Returns,
Female,25.0,No,7.0,5.0,4.0,69.93907056742995,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%_err,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Male,23.0,Yes,2.0,,7.0,4.0,6.0,1.0,5.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,28.0,Yes,,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,35.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Savings for Future,More than 5 years,,10%-20%,Mutual Fund,,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,29.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,25.0,Yes,2.0,4.0,7.0,5.0,1.0,,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,,Mutual Fund,,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,26.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,Growth,Savings for Future,,Daily,20%-30%,Fixed Deposits,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,27.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Equity,Health Care,Dividend,better returns_err,Assured Returns,Risk Free,Financial Consultants
Female,34.0,Yes,2.0,,7.0,69.93907056742995,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,
,28.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,nan_err,Capital Appreciation,Wealth Creation,,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,,Assured Returns,Fixed Returns,Financial Consultants
Male,26.0,Yes,2.0,4.0,6.0,5.0,45.92673072281554,12.985754034654704,7.0,Yes,Risk,Growth,,1-3 years,Daily,10%-20%,Equity,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,30.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,30.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,less than 1 year_err,daily_err,20%-30%,Mutual Fund,,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,22.0,Yes,4.0,3.0,33.77904611212656,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Equity,Health Care,,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Male,30.0,yes_err,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Male,28.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Fixed Deposits,,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,27.0,Yes,3.0,2.0,7.0,5.0,45.92673072281554,1.0,6.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television
Female,24.0,Yes,4.0,3.0,,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Mutual Fund,,,Better Returns,Safe Investment,High Interest Rates,financial consultants_err
Female,24.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,,Locking Period,,Wealth Creation,,Weekly,20%-30%,Mutual Fund,Health Care,Dividend,Better Returns,,High Interest Rates,Financial Consultants
,33.0,Yes,2.0,46.38680213244817,7.0,6.0,4.0,1.0,5.0,Yes,Risk,Growth,Savings for Future,Less than 1 year,,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,30.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,32.0,Yes,,4.0,7.0,5.0,1.0,3.0,62.468388501833545,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,30.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,,Fixed Returns,Financial Consultants
Male,28.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,,3-5 years,Daily,30%-40%,Equity,Health Care,,Fund Diversification,,Fixed Returns,Newspapers and Magazines
Female,35.0,yes_err,1.0,2.0,5.0,3.0,7.0,6.0,4.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%_err,Equity,,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,27.0,Yes,3.0,2.0,33.77904611212656,4.0,5.0,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Mutual Fund,,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,26.0,Yes,38.91517435062281,,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Fixed Deposits,,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Female,35.0,Yes,3.0,4.0,,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,30%-40%,Equity,,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,30.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,26.0,No,7.0,5.0,4.0,,3.0,,2.0,No,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Equity,,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Female,,Yes,2.0,4.0,7.0,6.0,45.92673072281554,,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
,25.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Income,Wealth Creation,More than 5 years,Weekly,10%-20%,Public Provident Fund,retirement plan_err,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet
Female,35.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,3-5 years,Daily,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,,Risk Free,Financial Consultants
female_err,25.0,Yes,3.0,2.0,7.0,5.0,4.0,1.0,6.0,,,Growth,Wealth Creation,Less than 1 year,,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television
Male,26.0,Yes,,,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,,Financial Consultants
Male,28.0,Yes,2.0,,33.77904611212656,5.0,3.0,1.0,7.0,Yes,Risk,Growth,,More than 5 years,Daily,20%-30%,Public Provident Fund,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,24.0,No,2.0,46.38680213244817,33.77904611212656,6.0,4.0,5.0,7.0,No,Returns,Income,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet
Male,23.0,Yes,2.0,3.0,6.0,,1.0,5.0,7.0,Yes,Returns,Capital Appreciation,Returns,less than 1 year_err,Weekly,10%-20%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Female,24.0,No,7.0,5.0,,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,,Equity,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,,Internet
Female,26.0,Yes,2.0,,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,34.0,Yes,2.0,4.0,,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,,,20%-30%,Equity,,Capital Appreciation,,Assured Returns,Risk Free,Financial Consultants
Male,24.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,risk free_err,
Male,30.0,Yes,2.0,4.0,,5.0,,,,Yes,Returns,Capital Appreciation,Wealth Creation,,Daily,20%-30%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,34.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Savings for Future,More than 5 years,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
female_err,25.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,,Less than 1 year,,10%-20%,Equity,,Liquidity,,Safe Investment,Risk Free,Internet
male_err,29.0,Yes,2.0,3.0,7.0,5.0,4.0,12.985754034654704,62.468388501833545,Yes,,capital appreciation_err,Wealth Creation,Less than 1 year,Weekly,30%-40%,Mutual Fund,health care_err,Capital Appreciation,Fund Diversification,,Risk Free,Newspapers and Magazines
Male,32.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,27.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,,Retirement Plan,,Tax Benefits,Assured Returns,Fixed Returns,Television
Male,25.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,
Male,32.0,Yes,1.0,46.38680213244817,6.0,5.0,,2.0,7.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Daily,30%-40%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
